1	15 
2	20 
3	33 
4	32 
5	32 
6	37 
7	8 
8	16 
9	17 
10	9 
11	22 
12	12 
13	17 
14	40 
15	26 
16	34 
17	30 
18	5 
19	27 
20	31 
21	24 
22	37 
23	34 
24	23 
25	18 
26	15 
27	13 
28	1 
29	23 
30	11 
31	8 
32	16 
33	4 
34	13 
35	12 
36	14 
37	28 
38	10 
39	15 
40	29 
41	12 
42	26 
43	29 
44	20 
45	34 
46	37 
47	38 
48	40 
49	33 
50	39 
51	24 
52	41 
53	41 
54	28 
55	11 
56	41 
57	17 
58	32 
59	32 
60	14 
61	16 
62	3 
63	1 
64	32 
65	7 
66	17 
67	10 
68	39 
69	10 
70	2 
71	7 
72	17 
73	25 
74	10 
75	10 
76	19 
77	25 
78	35 
79	28 
80	38 
81	24 
82	35 
83	41 
84	41 
85	2 
86	2 
87	15 
88	37 
89	38 
90	11 
91	39 
92	5 
93	33 
94	3 
95	39 
96	38 
97	37 
98	5 
99	21 
100	15 
101	18 
102	35 
103	10 
104	4 
105	40 
106	22 
107	2 
108	9 
109	27 
110	27 
111	9 
112	32 
113	2 
114	16 
115	13 
116	21 
117	34 
118	1 
119	26 
120	6 
121	35 
122	37 
123	13 
124	4 
125	24 
126	41 
127	5 
128	8 
129	34 
130	26 
131	41 
132	36 
133	9 
134	39 
135	25 
136	39 
137	35 
138	35 
139	14 
140	29 
141	31 
142	39 
143	7 
144	8 
145	3 
146	41 
147	20 
148	29 
149	28 
150	33 
151	38 
152	35 
153	27 
154	28 
155	19 
156	15 
157	22 
158	10 
159	8 
160	38 
161	20 
162	31 
163	23 
164	2 
165	16 
166	13 
167	16 
168	26 
169	11 
170	13 
171	31 
172	33 
173	41 
174	26 
175	18 
176	35 
177	31 
178	38 
179	5 
180	7 
181	31 
182	7 
183	20 
184	36 
185	2 
186	39 
187	36 
188	37 
189	37 
190	26 
191	6 
192	36 
193	23 
194	38 
195	31 
196	6 
197	29 
198	40 
199	14 
200	40 
201	37 
202	11 
203	25 
204	24 
205	13 
206	28 
207	9 
208	15 
209	13 
210	28 
211	18 
212	5 
213	14 
214	19 
215	7 
216	1 
217	35 
218	31 
219	15 
220	8 
221	21 
222	10 
223	35 
224	23 
225	4 
226	25 
227	36 
228	16 
229	32 
230	10 
231	39 
232	37 
233	2 
234	4 
235	2 
236	20 
237	27 
238	25 
239	27 
240	25 
241	16 
242	38 
243	6 
244	20 
245	33 
246	33 
247	24 
248	4 
249	22 
250	32 
251	11 
252	39 
253	8 
254	12 
255	23 
256	40 
257	11 
258	13 
259	24 
260	39 
261	35 
262	38 
263	26 
264	24 
265	1 
266	6 
267	16 
268	36 
269	6 
270	40 
271	39 
272	33 
273	18 
274	33 
275	39 
276	3 
277	35 
278	6 
279	18 
280	2 
281	19 
282	8 
283	21 
284	34 
285	32 
286	8 
287	19 
288	14 
289	21 
290	13 
291	3 
292	16 
293	2 
294	21 
295	31 
296	35 
297	12 
298	39 
299	10 
300	33 
301	28 
302	3 
303	40 
304	19 
305	36 
306	2 
307	5 
308	9 
309	16 
310	37 
311	39 
312	38 
313	16 
314	21 
315	40 
316	35 
317	39 
318	27 
319	27 
320	13 
321	23 
322	6 
323	4 
324	14 
325	23 
326	15 
327	15 
328	14 
329	20 
330	33 
331	20 
332	17 
333	3 
334	29 
335	39 
336	6 
337	34 
338	15 
339	40 
340	35 
341	39 
342	15 
343	35 
344	16 
345	16 
346	30 
347	10 
348	17 
349	19 
350	5 
351	37 
352	18 
353	27 
354	22 
355	2 
356	7 
357	36 
358	35 
359	38 
360	31 
361	1 
362	10 
363	30 
364	38 
365	12 
366	16 
367	19 
368	27 
369	37 
370	32 
371	19 
372	39 
373	26 
374	29 
375	25 
376	1 
377	22 
378	14 
379	28 
380	34 
381	20 
382	23 
383	30 
384	25 
385	2 
386	18 
387	10 
388	24 
389	11 
390	24 
391	4 
392	39 
393	35 
394	4 
395	13 
396	19 
397	17 
398	30 
399	28 
400	34 
401	17 
402	7 
403	18 
404	18 
405	11 
406	16 
407	30 
408	24 
409	39 
410	27 
411	31 
412	31 
413	25 
414	35 
415	27 
416	8 
417	23 
418	9 
419	14 
420	20 
421	36 
422	28 
423	30 
424	4 
425	32 
426	9 
427	29 
428	12 
429	14 
430	34 
431	5 
432	23 
433	31 
434	11 
435	4 
436	16 
437	15 
438	36 
439	26 
440	2 
441	19 
442	17 
443	7 
444	21 
445	35 
446	22 
447	6 
448	26 
449	16 
450	26 
451	12 
452	17 
453	35 
454	26 
455	6 
456	35 
457	1 
458	3 
459	6 
460	4 
461	27 
462	12 
463	13 
464	16 
465	12 
466	39 
467	7 
468	11 
469	2 
470	41 
471	33 
472	16 
473	2 
474	8 
475	15 
476	13 
477	1 
478	28 
479	8 
480	23 
481	6 
482	21 
483	1 
484	18 
485	40 
486	16 
487	18 
488	31 
489	24 
490	36 
491	33 
492	22 
493	35 
494	41 
495	40 
496	6 
497	13 
498	25 
499	35 
500	5 
501	33 
502	35 
503	18 
504	39 
505	1 
506	16 
507	31 
508	16 
509	16 
510	5 
511	31 
512	29 
513	11 
514	13 
515	12 
516	23 
517	2 
518	33 
519	28 
520	35 
521	30 
522	21 
523	6 
524	4 
525	37 
526	37 
527	16 
528	8 
529	22 
530	3 
531	27 
532	16 
533	24 
534	32 
535	8 
536	25 
537	37 
538	25 
539	32 
540	30 
541	28 
542	18 
543	28 
544	28 
545	34 
546	21 
547	7 
548	9 
549	24 
550	6 
551	1 
552	23 
553	14 
554	39 
555	2 
556	36 
557	23 
558	6 
559	21 
560	11 
561	33 
562	25 
563	30 
564	39 
565	2 
566	15 
567	17 
568	1 
569	8 
570	29 
571	25 
572	21 
573	35 
574	35 
575	30 
576	41 
577	1 
578	12 
579	15 
580	35 
581	39 
582	9 
583	6 
584	15 
585	8 
586	1 
587	41 
588	38 
589	29 
590	6 
591	9 
592	11 
593	11 
594	11 
595	30 
596	6 
597	39 
598	16 
599	29 
600	28 
601	41 
602	26 
603	33 
604	29 
605	40 
606	41 
607	22 
