1	13 
2	16 
3	7 
4	7 
5	39 
6	8 
7	22 
8	37 
9	14 
10	40 
11	10 
12	9 
13	17 
14	34 
15	12 
16	6 
17	10 
18	17 
19	29 
20	38 
21	25 
22	35 
23	11 
24	1 
25	28 
26	35 
27	38 
28	7 
29	23 
30	8 
31	32 
32	22 
33	32 
34	25 
35	9 
36	29 
37	15 
38	13 
39	39 
40	18 
41	3 
42	2 
43	25 
44	7 
45	41 
46	18 
47	1 
48	16 
49	6 
50	29 
51	30 
52	20 
53	25 
54	9 
55	41 
56	22 
57	16 
58	24 
59	30 
60	33 
61	23 
62	20 
63	38 
64	36 
65	19 
66	13 
67	41 
68	17 
69	28 
70	31 
71	28 
72	11 
73	5 
74	30 
75	10 
76	14 
77	33 
78	33 
79	28 
80	41 
81	38 
82	21 
83	4 
84	37 
85	3 
86	37 
87	29 
88	15 
89	21 
90	3 
91	33 
92	4 
93	16 
94	29 
95	16 
96	23 
97	28 
98	40 
99	9 
100	35 
101	3 
102	13 
103	39 
104	5 
105	40 
106	24 
107	11 
108	11 
109	22 
110	16 
111	19 
112	20 
113	16 
114	18 
115	38 
116	3 
117	32 
118	17 
119	19 
120	15 
121	29 
122	9 
123	17 
124	26 
125	40 
126	23 
127	24 
128	41 
129	29 
130	23 
131	12 
132	10 
133	39 
134	35 
135	9 
136	15 
137	23 
138	15 
139	21 
140	31 
141	2 
142	5 
143	12 
144	3 
145	23 
146	40 
147	33 
148	34 
149	27 
150	6 
151	11 
152	38 
153	24 
154	32 
155	8 
156	40 
157	27 
158	35 
159	6 
160	36 
161	28 
162	23 
163	11 
164	29 
165	20 
166	21 
167	5 
168	5 
169	7 
170	11 
171	34 
172	24 
173	9 
174	29 
175	1 
176	24 
177	20 
178	23 
179	27 
180	15 
181	36 
182	26 
183	35 
184	8 
185	36 
186	14 
187	13 
188	23 
189	37 
190	39 
191	36 
192	31 
193	33 
194	18 
195	32 
196	35 
197	21 
198	39 
199	19 
200	2 
201	4 
202	29 
203	12 
204	21 
205	24 
206	28 
207	22 
208	5 
209	25 
210	19 
211	26 
212	8 
213	6 
214	26 
215	30 
216	19 
217	15 
218	27 
219	17 
220	13 
221	25 
222	8 
223	8 
224	3 
225	27 
226	39 
227	19 
228	15 
229	4 
230	20 
231	3 
232	24 
233	14 
234	21 
235	34 
236	41 
237	40 
238	20 
239	31 
240	25 
241	14 
242	39 
243	35 
244	37 
245	9 
246	5 
247	12 
248	29 
249	16 
250	37 
251	39 
252	1 
253	5 
254	5 
255	16 
256	12 
257	32 
258	40 
259	5 
260	40 
261	14 
262	22 
263	24 
264	17 
265	41 
266	38 
267	21 
268	7 
269	41 
270	28 
271	36 
272	20 
273	32 
274	41 
275	37 
276	30 
277	33 
278	10 
279	20 
280	9 
281	18 
282	22 
283	7 
284	4 
285	1 
286	28 
287	10 
288	22 
289	41 
290	5 
291	17 
292	24 
293	37 
294	26 
295	1 
296	22 
297	29 
298	20 
299	18 
300	11 
301	6 
302	9 
303	21 
304	25 
305	39 
306	20 
307	25 
308	30 
309	7 
310	13 
311	18 
312	32 
313	35 
314	17 
315	26 
316	18 
317	35 
318	1 
319	11 
320	11 
321	14 
322	25 
323	38 
324	10 
325	9 
326	17 
327	24 
328	35 
329	14 
330	31 
331	41 
332	14 
333	14 
334	35 
335	17 
336	6 
337	14 
338	25 
339	15 
340	21 
341	2 
342	4 
343	33 
344	16 
345	32 
346	34 
347	39 
348	13 
349	20 
350	35 
351	30 
352	3 
353	15 
354	15 
355	20 
356	34 
357	39 
358	31 
359	18 
360	35 
361	17 
362	13 
363	26 
364	11 
365	12 
366	7 
367	22 
368	33 
369	32 
370	10 
371	11 
372	2 
373	30 
374	28 
375	19 
376	32 
377	38 
378	1 
379	4 
380	33 
381	34 
382	34 
383	18 
384	30 
385	31 
386	32 
387	27 
388	11 
389	10 
390	36 
391	27 
392	31 
393	39 
394	14 
395	25 
396	37 
397	10 
398	2 
399	8 
400	28 
401	3 
402	26 
403	34 
404	4 
405	27 
406	18 
407	33 
408	29 
409	4 
410	10 
411	20 
412	21 
413	3 
414	12 
415	2 
416	15 
417	38 
418	32 
419	22 
420	38 
421	27 
422	18 
423	31 
424	35 
425	41 
426	1 
427	40 
428	30 
429	19 
430	37 
431	12 
432	3 
433	34 
434	19 
435	31 
436	16 
437	10 
438	26 
439	30 
440	27 
441	28 
442	13 
443	15 
444	12 
445	34 
446	12 
447	10 
448	25 
449	7 
450	10 
451	11 
452	28 
453	15 
454	16 
455	4 
456	19 
457	30 
458	28 
459	13 
460	37 
461	34 
462	3 
463	38 
464	1 
465	26 
466	35 
467	16 
468	6 
469	37 
470	27 
471	3 
472	41 
473	7 
474	36 
475	12 
476	36 
477	4 
478	30 
479	34 
480	33 
481	2 
482	25 
483	4 
484	1 
485	10 
486	12 
487	13 
488	10 
489	40 
490	21 
491	26 
492	12 
493	28 
494	14 
495	13 
496	33 
497	8 
498	29 
499	4 
500	25 
501	41 
502	29 
503	3 
504	16 
505	40 
506	17 
507	36 
508	22 
509	19 
510	17 
511	34 
512	21 
513	26 
514	28 
515	10 
516	29 
517	15 
518	39 
519	21 
520	14 
521	2 
522	40 
523	22 
524	30 
525	37 
526	19 
527	37 
528	8 
529	41 
530	40 
531	27 
532	28 
533	19 
534	30 
535	26 
536	31 
537	12 
538	34 
539	22 
540	27 
541	8 
542	22 
543	15 
544	28 
545	21 
546	22 
547	3 
548	3 
549	10 
550	7 
551	31 
552	2 
553	38 
554	8 
555	27 
556	18 
557	35 
558	36 
559	26 
560	2 
561	18 
562	40 
563	17 
564	15 
565	6 
566	11 
567	12 
568	34 
569	10 
570	26 
571	15 
572	21 
573	21 
574	13 
575	2 
576	7 
577	39 
578	25 
579	21 
580	19 
581	33 
582	13 
583	13 
584	8 
585	37 
586	4 
587	2 
588	32 
589	11 
590	30 
591	7 
592	26 
593	22 
594	26 
595	7 
596	6 
597	30 
598	8 
599	3 
600	8 
601	33 
602	28 
603	28 
604	31 
605	32 
606	27 
607	31 
608	21 
609	32 
610	40 
611	8 
612	22 
613	29 
614	2 
615	33 
616	15 
617	1 
618	28 
619	36 
620	35 
621	4 
622	33 
623	41 
624	27 
625	27 
626	18 
627	26 
628	38 
629	36 
630	41 
631	1 
632	3 
633	38 
634	36 
635	4 
636	1 
637	8 
638	28 
639	33 
640	1 
641	7 
642	17 
643	18 
644	40 
645	27 
646	1 
647	31 
648	7 
649	31 
650	21 
651	6 
652	35 
653	30 
654	18 
655	36 
656	8 
657	2 
658	4 
659	10 
660	4 
661	31 
662	6 
663	27 
664	11 
665	17 
666	28 
667	38 
668	31 
669	17 
670	11 
671	6 
672	8 
673	18 
674	21 
675	35 
676	27 
677	21 
678	10 
679	40 
680	25 
681	2 
682	1 
683	7 
684	25 
685	6 
686	38 
687	6 
688	26 
689	35 
690	2 
691	31 
692	28 
693	31 
694	25 
695	36 
696	6 
697	25 
698	2 
699	17 
700	7 
701	35 
702	38 
703	8 
704	27 
705	15 
706	11 
707	22 
708	3 
709	40 
710	21 
711	25 
712	15 
713	10 
714	1 
715	21 
716	38 
717	4 
718	28 
719	2 
720	10 
721	11 
722	8 
723	7 
724	4 
725	31 
726	1 
727	15 
728	10 
729	4 
730	15 
731	4 
732	6 
733	28 
734	38 
735	15 
736	31 
737	31 
738	8 
739	22 
740	10 
741	2 
742	6 
743	27 
744	35 
745	11 
746	26 
747	38 
748	36 
749	8 
750	35 
751	31 
752	2 
753	22 
754	6 
755	28 
756	8 
757	22 
758	28 
759	31 
760	4 
761	6 
762	26 
763	6 
764	2 
765	27 
766	26 
767	28 
768	36 
769	31 
770	36 
771	22 
772	10 
773	27 
774	2 
775	6 
776	4 
777	27 
778	26 
779	10 
780	15 
781	4 
782	21 
783	8 
784	31 
785	28 
786	10 
787	6 
788	35 
789	35 
790	8 
791	1 
792	21 
793	31 
794	6 
795	31 
796	28 
797	4 
798	28 
799	31 
800	1 
801	36 
802	36 
803	28 
804	10 
805	21 
806	21 
807	21 
808	27 
809	21 
810	8 
811	8 
812	4 
813	36 
814	31 
815	8 
816	4 
817	10 
818	10 
819	4 
820	15 
821	31 
822	1 
823	10 
824	31 
825	35 
826	4 
827	1 
828	31 
829	31 
830	36 
831	15 
832	28 
833	8 
834	1 
835	15 
836	27 
837	35 
838	28 
839	1 
840	4 
841	10 
842	4 
843	35 
844	10 
845	36 
846	36 
847	21 
848	15 
849	10 
850	8 
851	4 
852	15 
853	8 
854	36 
855	1 
856	35 
857	21 
